,ID,Created_at,Location,text,label
2687,65725,5/4/2011 13:03,42.21299 93.27294,really??? Spirit airlines is now charging for CARRY ON bags!!!!  WTF???  whats next??  A fee to breathe? or for seat belts??,0
2689,65757,5/12/2011 0:23,42.2354 93.48783,The sound of cracking open a cold beer is synonymous with Shark Week for me. Anyone want to share their personal drinking rules?,0
2690,65835,5/8/2011 10:02,42.20238 93.39157,YEP it is his breathe. Poor kid  he's a nice look. Should offer some gum  matter of fact I will,0
2701,66055,4/30/2011 19:33,42.23511 93.45068,dinner is su' funny had a fiight between kim and maa' younger sister theen she splashed cold water at her theen everyone started beetchi,0
2705,66193,5/11/2011 14:49,42.20267 93.40235,Good morning. Woke up sick. coughing  alergies  headache all in one.,1
2712,66361,5/9/2011 10:57,42.16493 93.55373,Breathing treatments...bleehhh. breathing should never be a problem! Asthma is laaame,0
2719,66679,5/16/2011 22:07,42.23157 93.33605,okay really. i dont know how facebook just KNOWS that i have jungle fever...my sidebar is always FILLED with MEET SINGLE BLACK MEN /:,0
2729,66777,5/9/2011 11:15,42.26282 93.4351,In my house there 4 diffrenet music playing is the radio  justin  lady gaga and coldplay :) mines the justin one :Dx,0
2736,66972,5/8/2011 20:16,42.17732 93.46386,ABOUT NEW YORK; New York Spycraft  From Nathan Hale to the Cold War  and Beyond,0
2738,67006,5/6/2011 21:23,42.24749 93.53096,Got a lil headache and my lil sis is refusing to sleep,1
2806,68393,5/13/2011 20:08,42.17407 93.49861,Latest soundwave band to be announced is none other than BREATHE CAROLINA. I am very excited. ty aj.,0
2819,68656,5/5/2011 1:57,42.18734 93.3676,Chilling under the apple tree with an ice cold glass of cider. When done will make Gooseberries and custard for supper. Fresh from garde,0
2832,68962,5/6/2011 16:20,42.24955 93.53376,My skin is cold and tingly. Hope I'm not getting sick.,1
2837,69062,5/12/2011 19:24,42.22596 93.32686,ANd my head is going *BANG BANG BANG* I have a headache,1
2854,69562,5/8/2011 23:02,42.16877 93.32846,Uh-oh  cramps  plus I feel like I'm getting a headcold. This is a definite negative.,1
2878,70350,5/12/2011 6:11,42.27697 93.50181,COLD WORLD BABY ... 3 BELOW ZEEEROO,0
2893,70835,5/1/2011 11:40,42.29879 93.52537,Yo breath stank and the heat ain't doin you no justice. You can start a fire wit yo hot ass breath!!! You still talkin??? #itstohotforth,0
2910,71266,5/10/2011 0:54,42.21358 93.38877,I'm Michael Spinks and fatigue setting in is Mike Tyson. Goodnight.,0
2923,71705,5/14/2011 0:10,42.28081 93.25817,At the hospital  it is cold in here!!!!!,0
2926,71857,5/15/2011 23:19,42.20709 93.35602,is catching a cold /:,1
2929,71868,5/4/2011 1:36,42.28228 93.38797,My head was still dizzy and my nose is still cold..... BORED.....,1
2939,72083,5/4/2011 9:02,42.24071 93.34044,Jake_you might want to breathe. Its too early in the season for you to be this riled up  but I appreciate you lightin the fire under my,0
2962,72397,5/5/2011 23:45,42.20709 93.35283,Back up again. MySQL needed more breathing room than it had  and it got grumpy. Happy again now. Sorry about that.,0
2973,72645,5/10/2011 15:51,42.21918 93.3684,MY NIGHT IS GETTING INTRESTING...LONG PULLS....AND DEEP BREATHES...COUGH COUGH,0
3021,73887,4/30/2011 19:44,42.27432 93.49582,Vaccine Here  Swine Flu Fear Creates a Rush,0
3030,74218,5/12/2011 1:55,42.22125 93.36081,Though i do admit my fascination with fluids simulation. (Peach juice simulated at 60 FPS is the target for next gen) ;),0
3035,74323,5/12/2011 17:38,42.27314 93.29371,True Blood it is then..... #insomnia,0
3039,74440,5/15/2011 22:54,42.21977 93.39796,Yeah this weekend is taking its toll on me... :( Body aching and exhausted...,0
3040,74440,5/11/2011 22:57,42.17437 93.34524,Just heard from Lana who recommitted her life to Christ yesterday.  She is so grateful that our coaching line was open.,0
3095,76250,5/16/2011 21:47,42.22508 93.49621,Can't breathe... Bronchitis is back. I hope it eases as the day goes. Btw good morning. Everyone's done w their internships but I'm not,1
3109,76658,4/30/2011 19:17,42.23599 93.45627,Lack of fluids is making my gall bladder ache. What else can I drink when I can't really drink anything? Maybe I'll make frozen lemonade,0
3127,76916,5/2/2011 20:11,42.16552 93.3009,fighting the cold. have got sore throat  etc.,1
3130,77026,5/15/2011 1:01,42.22184 93.368,the only thing dawn dish washing liquid will do is give fish diarrhea,0
3155,77616,5/9/2011 21:43,42.21653 93.33885,A Cold Case  and Hope  Is Revived,0
3179,78190,5/15/2011 16:20,42.23304 93.35682,OML the lady who plays heather taffet on #bones is on #coldcase haha,0
3203,78862,5/7/2011 23:10,42.2183 93.33565,So cold! Come on fire  work your magic,0
3212,79062,5/10/2011 18:19,42.22184 93.36481,Teaching Green  Beyond Recycling,0
3216,79151,5/3/2011 14:28,42.17348 93.56332,The thunder is making me feel like i need someone to cuddle with today -- u kno the type of day when u are jus maddd lazy in ya sweats :,0
3224,79411,5/14/2011 17:58,42.27373 93.47145,I cant believe how cold it is tonight  I hope my train is gonna be running on the 7th or I will not be a happy boy,0
3247,79953,5/2/2011 16:19,42.16729 93.47185,My headache seems to be traveling across my face  from behind my right eye to just over my left eyebrow. Tis the season to feel like poo,1
3261,80225,5/14/2011 9:41,42.24749 93.31328,It is rather cold. I need my jumper back on even with the heating on :/,0
3281,80550,4/30/2011 9:19,42.27078 93.27055,My face very painful again caused by the cold. There has been no trouble from the Indians and all is peace and safe.,0
3287,80618,5/11/2011 2:53,42.28199 93.37519,i hhate headaches. Ewwwwwww and my medicine is away. ;-),1
3292,80718,5/9/2011 6:19,42.29673 93.47664,My face is cold....,0
3317,81493,5/9/2011 9:38,42.22803 93.38078,thinking of something while my tooth is aching. grabe na 'to! multi-tasking. haha :D,0
3318,81496,5/1/2011 15:04,42.23658 93.32167,This headache nonsense is getting old.,1
3323,81672,5/5/2011 22:04,42.23953 93.35362,Shifting Vaccine For Flu To Elderly,0
3354,82299,5/5/2011 10:40,42.29407 93.25457,Can't sleep! Nose is stuffy  throat is itchy  can't stop coughing...and I hate this feeling of wanting to sneeze & can't. :/,1
3360,82532,5/13/2011 2:58,42.28022 93.42073,At Messiah... Mad cause Rev Clay is not preaching!! UGH!!,0
3406,83837,5/5/2011 1:43,42.21388 93.39876,Apple jacks wit some cold ass milk,0
3437,84574,5/5/2011 16:24,42.24012 93.33605,oh insomnia  i know you love me and all  but this is not a healthy relationship.,0
3460,85192,5/9/2011 2:31,42.26282 93.43431,Headache is back,1
3467,85339,5/15/2011 1:50,42.27402 93.33845,Life is not measured by the number of breaths we take  but by the moments that take our breath away.,0
3475,85515,5/10/2011 13:36,42.22302 93.33405,ahhhh i'm breathing out fire from my mouth !! My dinner is spicy hot !! OMG.,0
3486,85765,5/4/2011 17:00,42.18115 93.38078,my left eye is red because of the coughing...,1
3518,86585,5/11/2011 20:57,42.241 93.33885,how to find the perfect man: set your house on fire  call the fire brigade and lay in the garden half dressed and coughing.,0
3524,86624,5/14/2011 5:07,42.27167 93.43031,Knowing that 7th Aug is so near  i just feel chills running down my spine! :S,0
3526,86653,5/7/2011 14:08,42.27019 93.22861,One website says I'm walking slowly through life and approaching my goals in the same manner and I have things about myself I need to le,0
3554,87286,5/11/2011 10:21,42.23157 93.20744,Okay  this is cruel and unfair- my latte hard candies are giving me headaches!,0
3563,87477,5/13/2011 20:13,42.21211 93.37759,a kiss is a lovely trick designed by nature to stop speech when words become superfluous,0
3575,87756,5/10/2011 6:11,42.24041 93.34683,My sister is already getting a light headache :P,0
3610,88566,5/8/2011 5:33,42.2982 93.31169,so cold im gonna brush my teeth with warm water,0
3620,88984,5/12/2011 7:54,42.21535 93.35522,Wishing it were possible to 'love' a song on Last FM more than once.  Say  47 times in a row.  That's how much I &lt;3 the Cold War Kids,0
3622,89000,5/2/2011 17:16,42.16582 93.44549,This cut on my head is giving me a headache... Smh..,0
3630,89169,5/14/2011 3:28,42.28051 93.37639,we PRAYiNG & im mad cus this girl behind me come LATE & all she wanna do is #coughcoughcough; stay home & be a #SickandShutIn dang !!,1
3634,89289,5/8/2011 20:54,42.22479 93.33286,My birthday is approaching pretty darn fast!!! Yes!!,0
3645,89512,5/2/2011 12:51,42.26931 93.54175,#dontyoujusthateitwhen Jim jones tlk I swear he has a stuffy nose n a head cold,0
3656,89833,5/10/2011 11:25,42.22921 93.37839,Whenever I see Flushing  NY  such as where the Arthur Ashe Kids Day event is...I think of The Nanny  lol.,0
3665,90050,5/6/2011 21:49,42.16375 93.47944,Ok I'm officially SHOOK .... Law abiding citizen is actually scary for a thriller  considerin they're normally not. #BREATH,0
3693,90900,5/12/2011 0:24,42.2752 93.26695,Prize in Hand  He Keeps His Eye on Teaching,0
3696,90967,5/2/2011 19:53,42.25545 93.44589,Sundance 2010 | Coming Out of the Cold,0
3706,91184,5/16/2011 15:10,42.24307 93.33405,My house is colder then the north pole....,0
3711,91325,5/5/2011 18:14,42.26017 93.41434,God this cough is getting out of control...I just want to fall asleep!!!!,1
3719,91420,5/10/2011 16:40,42.20709 93.37639,#dontyoujusthateitwhen ppl randomnly wanna act bipolar.....r u hot or cold bytch?!,0
3721,91443,5/15/2011 4:00,42.2811 93.4355,11:11 is a waste of breathe. It never comes true..,0
3750,92224,5/14/2011 20:12,42.26901 93.22102,ilike how my 2 year old baby bro is teaching himself how to skate while watching us.!! #rawtalent,0
3787,93318,5/10/2011 1:27,42.21004 93.32247,Happy Saturday all!  I'm chilling inside today and nursing a cold.  Hopefully going to *try* to depot today!  Fingers crossed lol,0
3825,94011,5/14/2011 16:48,42.29938 93.5074,My great gran has pneumonia and one lung is filled with fluid the other is half filled. She's 101. :'(,1
3868,95072,5/9/2011 3:08,42.21977 93.27175,All our lives  the fire's burning but it's so so so so cold in here.,0
3872,95159,5/15/2011 3:31,42.29791 93.46067,i brought in everything from my car... 2 pairs of heels  2 sweatshirts  a jacket  & a macy's bag of clothes #crowded,0
3886,95389,5/8/2011 14:40,42.21506 93.39916,Attempting #amwriting after a headache & nap is always difficult. I feel icky. But I must press on. The outline is currently at 11 881 w,0
3888,95428,5/9/2011 2:20,42.21918 93.35323,Why is it so cold?!?!,0
3889,95428,5/8/2011 2:20,42.21211 93.35283,So this is the world?Im getting a cold and i dont care !,1
3896,95649,5/15/2011 12:39,42.24012 93.34004,Layla gave me her cold... But Sunday funday w her is worth it... Sick Hami will b in bed all week :-/,1
3910,96168,4/30/2011 16:31,42.21388 93.38718,#dontyoujusthateitwhen u are talkin to someone and dey breath iz on fire and dey all in yo face,0
3935,96827,5/15/2011 0:47,42.23746 93.33206,Santos Sam&Ed Cup Fever SPOOF on #masterchef is SOOOOOOOOOOOOOOOOO FUNNY! spot on  boys!,0
3945,96982,5/15/2011 12:50,42.23422 93.46426,My flu is getting rather serious that I've to wake up after slping awhile just to get tissues.,1
3947,97019,5/5/2011 8:05,42.21506 93.32966,looks like this cold is toast by the AM,0
3950,97116,5/2/2011 19:37,42.21476 93.38518,I think I'm gonna sick. OMJDB! please God  Tomorrow is the first day for me in University don't let this fever ruin everythings. Amen,1
3958,97263,5/4/2011 5:05,42.17407 93.36561,Sat here at around -264 degrees C. My coldest parts will go down to only a fraction of a degree above absolute zero.,0
4014,98439,5/5/2011 4:30,42.1785 93.31288,I'm soooooo cold!!! I wanna stay locked up in my apt all winter! #burrr,0
4015,98452,5/7/2011 23:20,42.18764 93.35842,ROFLMAO earlier tweets re: lactating  pregnancy woes etc. resulting in a follow from 'heartburncures'. Too late  dudes  too late.,0
4027,98716,5/7/2011 11:22,42.24454 93.33645,Sweaty back on a snow day - must be a fever coming. Shall tweet my next symptom,1
4046,99330,5/13/2011 23:02,42.27963 93.3692,OmgIm havin truble breathin nd my ma is wrkin nd sed to call my dad.so I did.he dnt pick up.I called my gramma nd she nt pikin up eider,0
4050,99466,5/9/2011 2:34,42.22744 93.20544,SPORTS OF THE TIMES; Parallel Coaching Paths  Decades Apart,0
4060,99787,5/7/2011 17:11,42.23687 93.34364,Dis is 1 very cold morning,0
4063,99857,5/11/2011 16:00,42.20267 93.40155,Person:Look she is purple Wow!! Person2:No idiot  she cant breath :/,0
4144,101831,4/30/2011 17:56,42.25928 93.40914,Ughhhh my throat is KILLING me nd Im have a migrane... I hope I dont get sick.. fluck my immune system mannn..,1
4148,101974,5/4/2011 12:24,42.23363 93.36321,Everyday is so wonderful  then suddenly its hard to breathe...,0
4170,102627,5/4/2011 12:07,42.24366 93.47984,Pizza is so easy when it's cold outside.,0
4173,102664,5/13/2011 1:43,42.20503 93.34524,It is the first of August and I am cold.,0
4178,102739,4/30/2011 20:45,42.28523 93.52937,I am just plain tired today. Hazel woke up at 5:55AM and I couldn't convince her to go back to sleep. This cold is kicking my ass! no fu,0
4183,102827,4/30/2011 21:38,42.22066 93.55333,So much to do  so much to see  so what's wrong with taking the back streets? Crispy is working and nursing a headache and missing people,0
4195,102980,5/11/2011 1:08,42.27638 93.47904,Dont leave cuz your my oxygen without you i wont breathe,0
4225,103735,5/8/2011 9:36,42.19943 93.53616,Waking up at 10.30 is not going to be great for my productivity.  I've got jetlag like it's the flu.  #fb,0
4230,103968,5/9/2011 10:55,42.264 93.40755,Shaolin faces a crisis  and one of the factors will be the Wu Tang clan. So we must all be prepared. #ColdOutside,0
4254,104488,5/1/2011 20:05,42.21506 93.24019,wow latest to do list is lengthy even by my standards. Late night gym not helping insomnia best singing lesson + finished Wagner essay w,0
4270,104780,5/9/2011 12:51,42.20945 93.38358,i just phoned my mum who is downstairs to make me a toasted bacon sandwhich :D the reason???? MANFLU haha :D,0
4273,104833,5/14/2011 15:44,42.26547 93.37399,Eating cereal but the milk is ICE COLD. The inside of my mouth feels like a freezer.,0
4312,106036,5/16/2011 5:55,42.1841 93.32966,sooo fricken cold in my house! heater is working.,0
4330,106550,5/5/2011 22:50,42.22714 93.55932,Not so sure this cricket coaching is going to pan out time to consider a career change.,0
4352,106980,5/13/2011 22:09,42.20356 93.42712,Morgan is approaching Karros-bad. sfgiants,0
4354,107056,5/2/2011 21:54,42.29319 93.5058,Ramadan is approaching  are you prepared?,0
4355,107178,5/7/2011 21:11,42.22862 93.35003,With Expanded Coverage for the Poor  Fears of a Big Headache,0
4364,107418,5/13/2011 21:18,42.2528 93.4387,I hear the cure for beiber fever is to grow a pair! LoL,0
4367,107500,5/12/2011 15:01,42.29879 93.51738,man i swear i got a headache ..her brother and sister talk to much see this is exactly why i dont want/need kids #illgotojail,0
4369,107577,5/7/2011 12:07,42.22538 93.28173,#Fact: Preaching and Rapping is similar cause they both have punch lines and metaphors to show examples to get there point across,0
4371,107609,5/5/2011 17:50,42.18085 93.38678,OMG! The yellow fire breathing unicorn dragon is after me! Call the pink and yellow polka dotted monkeys!,0
4403,108314,5/12/2011 21:11,42.23599 93.34763,Hahaha this is too funny!! Imagine if their was a flu called that!,0
4453,109824,5/13/2011 22:55,42.21447 93.41354,FOOD STUFF; A Little Breathing Room for a Growing Market,0
4462,109944,5/9/2011 19:04,42.26046 93.31288,I'll say this about #newtwitter: y'all waited a fair amount of time before rolling out redesign after unneeded redesign *coughfacebookco,0
4477,110344,5/8/2011 11:10,42.23599 93.33006,Well  you know my heart is aching? You don't have to break it. If love don't change your mind. Then there's two more lonely people  toni,0
4505,110881,5/13/2011 21:39,42.21918 93.37799,seriously  is it hot as hell or is it just me?  because i feel like i've dying all day long. #hopefullyitsnotafever,1
4515,111171,5/15/2011 19:42,42.21682 93.33685,#dontyoujusthateitwhen people ask you what happened somewhere when you're both approaching it at the same time?,0
4531,111429,5/6/2011 22:11,42.24778 93.34244,Whole body is aching  the consequences of a really good weekend!,0
4543,111531,5/15/2011 19:58,42.21476 93.35602,its cold  and my mind keeps wanderin to a warmer place that I cant readily access from here. Definition of #sour.,0
4582,112312,5/13/2011 21:01,42.24189 93.35602,Someday  when I'm awfully low  when the world is cold  I will feel a glow just thinking of you  and the way you look tonight...,0
4593,112581,5/11/2011 22:00,42.23628 93.36561,Resting my voice. Recording soon.. God make this cough subside,1
4595,112587,5/9/2011 10:59,42.22331 93.35802,Had a mild headache the whole day...this is what the lack of sleep does to you.,0
4597,112643,5/12/2011 2:20,42.17555 93.47744,Looking forward to the nice hot water... The bestest thing before sleeping ..is a hot shower ..spesh if its cold outside ..,0
4627,113528,5/15/2011 19:06,42.21624 93.39596,#dontyoujusthateitwhen the toilet seat is cold HAHA! shivers*,0
4635,113737,5/3/2011 6:22,42.2752 93.56012,My favourite is not replying me!! I said its cold!,0
4639,113835,5/15/2011 18:34,42.20621 93.35283,storm blowing in. A cold wet night ahead. Which is great  more rain means more work  more jobs  more house sold  more i get for my house,0
4640,113856,5/1/2011 18:25,42.21034 93.39436,Just saw a dude breathe fire. Pics to come,0
4685,114898,5/13/2011 8:37,42.23511 93.21263,Aersol brake fluid  ciggerette lighter  and a big ass spider does equal death to spider. But we avoided a garage fire.,0
4688,115001,5/13/2011 13:07,42.27963 93.34484,Brr~ why it is so cold...,0
4710,115509,5/5/2011 5:20,42.2298 93.33006,Melted ice-cream is considered a fluid right?,0
4711,115527,5/2/2011 5:01,42.2242 93.22422,Even funnier that the oil spill jokes start gushing when some dude named Green flubs up. SO POIGNANT #worldcup #bpcares,0
4726,115767,5/12/2011 21:17,42.27255 93.53935,Is there anything better than being under the covers on a cold Sunday?,0
4744,116198,5/1/2011 21:27,42.241 93.36161,so this kids pizza from nordstrom's cafe is beyond yummy. even cold.,0
4747,116236,5/9/2011 16:49,42.2242 93.37839,Watchn da boondocks..da fried chiken flu wth kinda shyt is dis?,0
4792,117426,4/30/2011 7:33,42.25014 93.42512,Mrs B is out of action with the flu so I am home looking after the kids. Now how the hell do I do this again? :),0
4820,118115,5/4/2011 13:15,42.23363 93.35882,first 2hr mtb ride in the bush tday post flu...urgh - 3 weeks till 50k EPIC mtb race  this is gonna hurt...bring it on :),0
4864,119229,5/14/2011 20:54,42.22272 93.36041,I hate this summer because it is HOT and HARD to breath!  PS: I like the words though xD,0
4869,119379,5/9/2011 21:50,42.23068 93.25417,#SharkWeek / #MadMen.... What is a boy to do??? One is all about cold hearted predators; the other is about sharks! (thank you PVR...),0
4887,119803,5/10/2011 1:11,42.23864 93.35043,#oneofmyfollowers is preaching about sumthin that I kno she already kno about..19-23 year old males can't even spell commi---see smh,0
4896,120029,5/5/2011 19:49,42.21093 93.48783,Feelin sum slight headache.....it is well wiv me joor.....,1
4900,120138,5/16/2011 1:07,42.20975 93.43311,Been sitting in bed  in a towel  for 45 minutes -__- this is a good time but I need to get dressed. #ColdTweet.,0
4907,120273,5/9/2011 19:40,42.16877 93.32407,I'm like so late & my friend is waiting for me. I hope she doesn't scold me ):,0
4914,120537,5/5/2011 23:31,42.18351 93.43191,Life is not measured by the number of breaths we take  but by the moments that take our breath away. &lt;33,0
4923,120751,5/10/2011 0:14,42.26135 93.40595,#dontyoujusthateitwhen people have nasty breath and u offer them gum but they wont take it!!!,0
4940,121222,5/6/2011 19:05,42.23717 93.3724,I just poured my heart out  there's bits of it on the floor I take what's left of it and rinse it under cold water and call him up for m,0
4945,121651,5/6/2011 15:01,42.21594 93.34564,today is a very very very very cold day. been raining all day.,0
4952,121758,5/6/2011 13:22,42.2638 93.33251,was in a car accident today. i wasn't driving  but i have a killer headache.,0
4967,122082,5/8/2011 0:54,42.2242 93.37639,cannot..cannot think properly.. My mind is upside down now.. Don't catch cold rhyne.. Please.. T.T i'm exhausted..,0
4969,122124,5/16/2011 21:57,42.21859 93.35642,I think winterfresh is the worse gum ever invented.. It magnifies bad breath.. Do they still make it?? #randomthought,0
4977,122206,5/7/2011 20:53,42.23127 93.51419,#Sicafacts The reporters were asked about her true personality  they say that her image is cold enough to earn her a title of ice (cont),0
4980,122288,4/30/2011 20:49,42.18822 93.19945,SHE. IS. A COLDBLOODED. TEACHER.,0
4998,122803,5/11/2011 16:17,42.22773 93.27374,Andy says hes getting me an advent calendar im not holding my breath!,0
5000,122838,5/12/2011 4:21,42.19854 93.53735,is trying heartache on for size. Then I'll put on a nice fitted smock of guilt. Then when it gets cold I'll wrap myself in anguish.,0
5001,122839,4/30/2011 8:06,42.21122 93.36681,DNW. just woke up to epic acid reflux. Literally choking on acid. Took meds but can't lie down quite yet. Owwie  throat is all sore now.,0
5040,123686,5/7/2011 8:43,42.23894 93.35043,Woke up to see my little cousin is here :3 I love MiniFluff,0
5041,123693,5/5/2011 23:25,42.23186 93.33325,Weighty hahhaha jb is a colddd,0
5049,123835,5/15/2011 6:59,42.20179 93.36641,Am I to blame #July or #August for this headache that I've had for three days? I think I may never see July again  and Aug. is barely al,0
5062,124324,5/13/2011 1:02,42.21889 93.38238,This morning is going to be good. Preaching about the kabod in the abode... Don't know what that means? Come find out! Glory!,0
5078,124710,5/2/2011 17:41,42.287 93.38598,It would be as easy as breathing with me,0
5082,124791,5/14/2011 23:41,42.19737 93.50141,#dontyoujusthateitwhen you have a cold and you can't breath by the nose?,1
5085,124835,4/30/2011 7:38,42.24867 93.41753,In Bruce Castle Park And Some Man Is Preaching But No1s Paying Him Attention,0
5113,125757,5/13/2011 14:57,42.20798 93.33286,Pres. Monson could the theory of cold fusion sound poetic. #ldsconf,0
5116,125796,4/30/2011 22:12,42.21329 93.24139,Corine is the dumbest housemate of all time. 'air con does nothing for your breath' WHAT!!!!!!,0
5120,125874,5/9/2011 8:31,42.27874 93.32966,I shall skip to entering the valley on account of my health  the fatigue of traveling  and with my labor prevent my keeping a daily jour,0
5161,126607,5/4/2011 22:04,42.2469 93.53136,BUT THE TEA IN THE TEAPOT IS GETTING COLDER,0
5162,126632,5/8/2011 16:49,42.26931 93.4387,Waitress at Blue Mesa told me the pepper wasn't hot. I ate it. I'm breathing fire. Literally. Someone's not getting a tip.,0
5172,126917,5/16/2011 21:53,42.23157 93.34164,Vomited 3 times ytd  1 time today. yucks. whatever i eat is all out .,0
5182,127250,5/9/2011 11:36,42.21034 93.36521,O's is approaching yet i am not ready.,0
5196,127585,5/4/2011 12:55,42.29142 93.33325,This week's 'Entourage in a nutshell': Fired agent is poaching clients  and Ari is mad she's making a run at Jessica Simpson.,0
5245,128894,5/11/2011 15:14,42.22685 93.29092,THEATER REVIEW | 'ORLANDO'; Who's Afraid of Fluid Gender and Time?,0
5271,129499,4/30/2011 5:30,42.20415 93.33405,(After teaching him to count to 5 in three different languages) Camper: And German is... ein  zwei... trois? #stuffmycampsays,0
5309,130360,5/14/2011 6:47,42.23805 93.36201,Umm well then. This headache is so unattractive.,1
5312,130396,5/6/2011 1:27,42.2295 93.35003,omg the 2nd year in law school is approaching quickly,0
5324,130716,5/4/2011 14:18,42.21417 93.38558,fire breathing  fire breathing. #nowplaying Showbread: The Journey &lt;3,0
5344,131203,4/30/2011 22:47,42.19412 93.44189,ERR MAN. why is she breathing loud. that was not cool. #CoachCarter,0
5370,131870,5/2/2011 4:01,42.22479 93.35083,COLLECTING; Cold-Case Classics: Cars Stolen Long Ago Find Their Way Back,0
5386,132170,5/10/2011 6:45,42.23982 93.35083,A kiss is a course of procedure  cunningly devised  for the mutual stoppage of speech at a moment when words are superfluous.,0
5396,132330,5/4/2011 18:27,42.22862 93.33126,No Matter How Cold It Is .. ill Still Run Around My House In Underwear :),0
5438,133377,5/14/2011 5:55,42.27226 93.43191,You know that heartburn that feels like your entire throat and chest is on FIRE?! I had that almost all day today until it finally went,0
5447,133629,5/5/2011 22:03,42.18764 93.53096,DAMMM. just found out Coldplay bit Craftwork!!! Jay-why you didn't tell me? lol (big bro  phone is back on tomorrow call me after my shi,0
5452,133760,5/2/2011 1:56,42.22685 93.5078,Music is what I breathe  what I love to do. It keeps me alive.,0
5468,133949,5/1/2011 0:31,42.26429 93.32726,Life is not measured by the breaths we take  but by the moments that take our breath.,0
5470,133964,5/14/2011 5:48,42.27402 93.3029,Whatever it was tht the devil designed to smother me GOD is now giving me the room to breathe again :) #HALLELUJAH,0
5475,134136,5/11/2011 8:33,42.17643 93.55053,Fine  clear morning though somewhat cold.,0
5491,134475,5/8/2011 21:24,42.21918 93.40076,SO YOU SEE QUEEN LIZZY IS A FIRE BREATHING NAZI &gt;&gt;JEW EATING REPTILIAN WHO DRINKS WARM CUPS OF IRISH BLOOD EVERY DAY FOR BREAKFAST,0
5493,134528,5/1/2011 10:07,42.2068 93.34883,Sometimes life really sucks. This is one if those times. Breath. Breath.,0
5497,134706,5/1/2011 17:52,42.2068 93.38877,#dontyoujusthateitwhen a female tries to convince u she isn't the one nite type but still gives it up! #saveyourbreath #teamyoustillgoin,0
5523,135408,5/12/2011 18:31,42.26282 93.41194,Out on the ocean the whole day  gorgeous day. Swimming in the salt water is cleansing for the soul. Now  a lovely ice-cold beer.,0
5541,135771,5/9/2011 2:25,42.27963 93.26615,This headache is too odee.,1
5560,136119,5/16/2011 7:09,42.20886 93.39756,Have to go outside in the snow and walk my dog. I don't want to. Okay  mind over matter  it isn't cold.,0
5595,137175,5/8/2011 1:56,42.24071 93.22821,I swear my headache is getting worse not better. ): i  cant even fall asleep.....,1
5605,137500,5/5/2011 20:11,42.24071 93.35402,Kind is voor de derde keer speenloos in bed gestopt. Na drie kwartier geouwehoer is het nu stil boven...#zouhetzouhet #coldturkey,0
5614,137731,5/8/2011 4:46,42.24425 93.28892,this cold is killing man.,1
5621,137920,5/9/2011 12:51,42.2413 93.33765,Oh shoot. This boondocks is going after Swine flu. I take high offense to this lol,0
5624,137934,5/6/2011 4:47,42.23186 93.25896,Scientific research demonstrates Executive Coaching is only effective when there is unmitigated trust between coach and client #coaching,0
5627,137953,5/1/2011 0:10,42.22331 93.21064,Poseidon is kinda scary to me. Cause I can't even hold my breath that long.,0
5673,139127,5/15/2011 11:27,42.23304 93.32607,feeling 'sick' hope its not some sort of flu or virus  currently I have enough problems as it is. :{,1
5685,139377,5/16/2011 18:57,42.21594 93.36441,**deep breath** got my inscint on...ocean breeze is what's burning  #nowplaying Incubus-Anquoeus Transmissions...ahhh,0
5711,140000,5/8/2011 21:20,42.20768 93.37439,It is cold! I should've brought a hoodie.,0
5726,140427,5/7/2011 10:29,42.22184 93.51459,At 80 years of age  Dr. Bailey Stone is preaching our Sr. Adult revival. What an inspiration. God help me to finish well like him.,0
5736,140662,5/6/2011 3:24,42.2354 93.33605,Now at k-suites iluma. Super cold here  but blanket is provided. Cool uh,0
5747,140939,5/8/2011 14:20,42.24778 93.52018,#dontyoujusthateitwhen you first start catching a cold and ya throat be all scratchy...lol,1
5777,141792,5/11/2011 15:28,42.25398 93.52018,All I ask is a tall ship and a star to steer her by.  ~ John Masefield  'Sea Fever',0
5811,142855,5/16/2011 4:51,42.22361 93.32407,aye i cant lie that 'elavator music' was cold lok,0
5825,143008,5/9/2011 20:49,42.23245 93.33645,SOOO NOT looking forward to two fire breathing dragons...#justsaynotobadbreath,0
5831,143228,5/9/2011 10:45,42.24159 93.50061,then it changed to the corn field that caught on fire. *shortness of breath*,0
5859,143848,5/6/2011 22:41,42.20562 93.35243,Teaching myself Esperanto is now my life's goal. It's a shame nobody else will ever speak it.,0
5862,143904,5/12/2011 3:10,42.25073 93.32686,Q: what is your favorite season? HC: autumn  because its not too hot and hot too cold -100Q&A-,0
5899,144766,5/7/2011 15:04,42.23127 93.35043,My feet are effin cold!!!!! lol x,0
5965,146824,5/3/2011 21:23,42.19294 93.33365,How would u tell sum1 that there breath is real bad? Wit out offendin?,0
5977,147178,5/13/2011 15:20,42.29997 93.47305,This fever is making me delirious.. I have said the oddest things tonight while on the phone.,1
6016,148060,5/7/2011 15:56,42.21479 93.37499,Ok  so the leaked Glasto headliners have given me Music Festival fever & I'm not even going. Can we have some Pukkelpop titbits now plea,0
6037,148827,5/9/2011 18:34,42.2127 93.33086,#dontyoujusthateitwhen you want that cold gatorade that's in the frig..and yet when you open the door..someone already drank it.,0
6053,149206,5/1/2011 21:05,42.23098 93.49701,You know how easy it is to love you?! Like oh my god! Breathe taking and stunning.,0
