,ID,Created_at,Location,text,label
182674,32597,5/10/2011 21:53,42.29466 93.55573,My body is about to over heat up in this joint!!!  Homie stop talkin & pop a mint. Its 2 hot 4 that kind of breath!!!,1
182741,32611,5/6/2011 8:27,42.20768 93.35083,Arab Leaders Keep an Eye on Tunisia  Hoping Revolutionary Fever Won't Spread,1
182906,32632,5/14/2011 8:21,42.26046 93.3704,Why is it legit cold outside ?,1
182996,32659,5/13/2011 1:48,42.21152 93.37879,Sadly  my coffee this morning is a lot like me.. bitter  cold and past it's prime.,1
183196,32688,5/2/2011 10:39,42.21329 93.32087,is very tired and gotta headache D:,1
183303,32711,5/12/2011 17:11,42.17142 93.2318,The season finale of #Boondocks must be approaching..,1
183585,32770,5/16/2011 11:06,42.23157 93.34564,Too humid. Can't breathe. Arghhhh! Kitchen cleaned. Another battle with fire ants won. Couch time. Oh yeah  support #Drones!,1
183993,32850,5/14/2011 19:07,42.23245 93.32766,Had a massive bit of fluff stuck to my iris. #gross,1
184081,32862,5/14/2011 7:35,42.19176 93.45228,Inhale. Exhale.  Breathe.  This is the way in which I will get through this.,1
184149,32873,5/12/2011 11:53,42.22773 93.37999,College girl quote overheard at Starbucks - If it's cold outside than our bodies are not as warm inside. We need to do stuff to make it,1
184165,32874,5/4/2011 10:00,42.1953 93.44229,my sleep schedule is so off  i feel like i have insomnia,1
184210,32885,5/9/2011 9:21,42.22213 93.33925,It's a cold night in the desert. We're having a fire and I made minestrone soup. I love nights like these.,1
184494,32931,5/4/2011 21:48,42.2124 93.24498,#3BoysFromNewJersey rock my world  and is the air i breathe.,1
184627,32953,5/5/2011 7:07,42.23481 93.33765,This house is old  squeaky  lacking showers  and the bathroom door doesnt stay shut. It warns not to flush small children. I like it,1
184790,32978,5/9/2011 20:48,42.22921 93.45947,sanaah(ithink) is sooo cute in her sweats/slides/jacket .lol,1
184928,33007,5/7/2011 13:51,42.20415 93.56172,Watching Pastor Joel Osteen!! He is teaching on Connecting with the right people.Everybody should be watching Channel 58!,1
184940,33008,5/11/2011 22:22,42.29643 93.47944,Hahaha! Awe! Norah just asked me 'Why are you breathing?' She is so adorable!,1
185202,33055,5/6/2011 19:18,42.22449 93.38598,morning all  a cold crispy morning in perth  got loads of essays to write up  finished three reviews yesterday  now it is catch up time,1
185369,33075,5/8/2011 22:14,42.19825 93.36481,woot woot my Fire Breathing Penguins took home 2nd and i FINALLY get a Champ T-shirt (...in the mail),1
185578,33101,5/15/2011 21:03,42.27609 93.47784,I need to have my bedtime shower? Don't want to shower it's too cold. I've hit the heating 4 extra times today. Brrrrrrrrrr,1
185860,33142,5/15/2011 3:31,42.23039 93.2997,Pizza Apple pie Cold Mcdonalds Fries & with a little bit of Kool-aid with my suger(:,1
186093,33194,5/1/2011 20:53,42.19854 93.33166,Omg! Teaching my mum Welsh is the funniest thing ever!! She's trying to say osscwelchun dda ( I have no idea if that's spelt right),1
186327,33239,5/3/2011 22:13,42.23894 93.42392,She's drinking the beef cup of noodle juice...Porche is going to have a #heartattack & a #headache!!!,1
186369,33245,5/13/2011 2:10,42.21211 93.39436,smile tho your heart is aching,1
186473,33264,5/5/2011 23:28,42.29702 93.53016,City will be flushing fire hydrants August 1-31st.  This is important for water system maintenance.  Contact (316) 775-4549 for ?'s,1
186477,33264,5/8/2011 18:45,42.22361 93.3688,There is a hurricane outside my door. A hurricane with cold  white  yummy looking stuff blowing around with it. #FirstSnowIsWayLateThisY,1
186526,33272,5/16/2011 21:57,42.21447 93.55053,the cold part about some of these situations is that y'all BARKS be louder than yo BITES. it's pretty sick & humorous at the same time :,1
186633,33290,5/10/2011 5:52,42.22331 93.3736,Dear anonymous caller who breathes heavily/doesn't talk  if u r planning on murdering me I highly encourage u. If this is a prank 'lol',1
186642,33291,5/4/2011 16:33,42.20768 93.36161,the fire tht started in chelan is reaching cashmere fast! =/,1
186664,33296,4/30/2011 21:20,42.20709 93.33925,cold as fire baby  hot as ice '6),1
186736,33315,5/6/2011 22:26,42.23098 93.53735,2007: cursinho &lt;3 2008: usp 2009: ver oasis e the killers ao vivo  2010: IC e coldplay. yes?,1
186852,33330,5/15/2011 6:58,42.22626 93.27494,Definitely underestimated how cold SF is. I only have one polartec with me until we find a new place!  BRRR...,1
186855,33330,5/9/2011 6:58,42.19147 93.33725,should I go to school tomorrow? Fever is down. but migraine is back :s,1
186883,33336,5/12/2011 19:55,42.26606 93.33525,I wouldn't hold my breath on that.,1
186901,33341,5/2/2011 4:26,42.16641 93.42232,There are owls hooting outside at eachother... It's 6am  guys. The sun is up. Go to bed. #insomniatweet,1
187426,33445,5/14/2011 21:39,42.21211 93.35283,It is really cold outside here today.,1
187688,33490,5/6/2011 1:12,42.17407 93.41673,I think my parents are trying to get me sick... this man . Ny father just coughed on me.... *stank face* germs!,1
187816,33503,5/8/2011 10:39,42.19088 93.35762,Do you run?? NO! I breathe fire!!!,1
188303,33599,5/9/2011 20:04,42.1841 93.35882,NATIONAL BRIEFINGS | SOUTH; Florida: Dengue Fever Outbreaks Reported,1
188305,33599,5/3/2011 20:04,42.22095 93.38238,Just a Cough  or Lung Cancer?,1
188389,33614,5/15/2011 13:32,42.2127 93.36041,LETTERS; And the Oscar for Teaching Goes to ...,1
188450,33627,5/12/2011 9:20,42.2469 93.35243,IN TRANSIT; F.A.A. Offers Guidelines To Fight Pilot Fatigue,1
188500,33636,5/16/2011 20:20,42.20444 93.34644,cold as fire  baby  and hot as ice,1
188586,33651,5/15/2011 8:30,42.22213 93.35842,just enjoying the summer. My husband is teaching me to ride the Harley Davidson it's so much fun I love it I love you TJ with all my hea,1
188602,33654,5/13/2011 11:42,42.27108 93.38278,its soooo cold my lighter not working. #fullygassed,1
188775,33681,5/7/2011 21:59,42.21476 93.34524,Is sitting outside the Music Festival tower having a smoke and its soo cold  feels like I'm in the uk.. I don't like this feeling,1
189090,33744,5/4/2011 14:02,42.21211 93.38518,Good teaching is one-fourth preparation and three-fourths theater.,1
189215,33769,5/13/2011 18:39,42.21152 93.42272,Rainy & cold outside...hot like fire inside...killer band practice. Killer band.,1
189217,33769,5/7/2011 21:37,42.27668 93.25577,got a cold. headache that comes w. it won't make this a productive day.,1
189411,33793,5/5/2011 15:01,42.24159 93.50061,is on the edge of my seat. Rubens has nerves of steel to hold that position. #f1 Can I breathe again now? Investigation ahead?,1
189516,33811,5/6/2011 8:13,42.17584 93.20944,This water is sooo cold & refreshingg. I cant even remember the last time i drunk some water. Smh. I need to get on my water game. Lol,1
189558,33818,5/11/2011 19:41,42.27255 93.46147,Voice is gone again from coaching grrrr #fb,1
189656,33827,5/3/2011 3:25,42.26135 93.32327,The reason we breathe is 2 sing of His glory & 4 all He has dun praise the Father praise the Son & the spirit n one!,1
190042,33891,5/11/2011 13:52,42.21211 93.32047,#ghettocrayoncolors it's n the morning dookie breath brown,1
190103,33896,5/13/2011 20:01,42.27226 93.54135,My cough I'd getting worse. Yet another thing I need to get off my chest. I'm going to bed.,1
190394,33945,5/13/2011 1:46,42.21122 93.34284,Blissful Sunday: lying on the sofa watching TV until my neck is strained while drunk on cough syrup. Life's good.,1
190564,33975,5/15/2011 23:06,42.26459 93.42432,just used a fork to stir my tea. im too cold to go to the effort of finding a spoon,1
190787,34009,5/3/2011 13:27,42.23894 93.35722,umm. after ice cream. i suddenly lost my colds. how weird is that.,1
190791,34009,5/8/2011 13:28,42.27019 93.38398,Since my Headache  is still keepin me up who wanna play my nurse,1
191092,34052,5/3/2011 16:42,42.28199 93.29571,Stupid cough woke me back up... this green tea is on point tho ^_^,1
191117,34058,5/3/2011 15:26,42.21329 93.34883,It's the middle of summer! Why in the eff is it so G-D cold out in the morning?!?!?,1
191141,34066,5/13/2011 21:56,42.27196 93.55812,i fear that the doctor will say that my headache is caused by my laptop. i think i can dieeeeeeee.,1
191389,34112,5/16/2011 5:57,42.22891 93.38078,Rubi is cold,1
191440,34117,5/15/2011 23:42,42.26695 93.52577,pretty sure there was a breath carolina song in there...the only reason i even know that is from the journeys dvds.,1
191503,34129,5/4/2011 14:30,42.23304 93.24738,I got a flu shot today. My arm really hurts now.,1
191524,34138,5/13/2011 16:15,42.22773 93.53815,Ahh  it smells like vomit on fire.,1
191801,34181,5/5/2011 1:09,42.24012 93.33925,Why I Returned the Apple iPad Tablet to Rutgers University: But when I was finished teaching the Online PR Strategies and Social Media..,1
192036,34221,5/3/2011 1:54,42.22361 93.35402,- I'm so cold that. . .I'm shivering *in my patrick voice* #lol,1
192246,34266,5/12/2011 12:50,42.28847 93.27175,Out of breath after hanging out with my kitten friends at Perfect Pets. They're just way too cute and small  I couldn't take it.,1
192362,34286,5/14/2011 16:47,42.27373 93.29092,An Old-School Teaching Tool For New-School Cameras,1
192619,34326,5/10/2011 4:50,42.29702 93.51339,for the past 2 weeks i havent been able to go to sleep until 4 5 &6am... insomnia can kiss my ass #sleepingdisorders,1
192852,34361,4/30/2011 21:34,42.23746 93.49142,Why is it Aug 1st & its Cold Smh this is not ok,1
192886,34365,5/12/2011 1:16,42.27638 93.2318,Dear Coldplay  are you serious with those new songtitles? Midlife crisis  much?,1
192977,34383,5/6/2011 12:07,42.21506 93.32966,I think Arcade Fire cured me of my death cough,1
193061,34395,5/8/2011 15:20,42.20916 93.39916,Fed up with boozed-up idiots and their footballs  dogs and noise. Bring on winter and make it a cold one that'll keep the sods indoors!,1
193141,34410,5/2/2011 6:19,42.17908 93.42432,I wanna go ball on my court   but it is too too cold!,1
193155,34413,5/7/2011 18:25,42.19589 93.40315,exit now. my headache is getting worst -_____-,1
193177,34415,5/16/2011 4:53,42.23982 93.19745,Have to take time to sit think and relax. Thinking numbers while I breath this fire from my lungs. Minds racing.. Lost in my thought.,1
193299,34434,5/12/2011 21:34,42.24159 93.35083,august 14 is fat approaching.... it is the day for the PASIGARBO SA SUGBO 2010... consolatrix college will be representing toledo city..,1
193405,34446,5/13/2011 4:25,42.24395 93.34444,Man I woke up out ma sleep like 30 ago cuz I was cold now  I'm hungry I had to p and I need ta smoke,1
193519,34465,5/10/2011 23:18,42.20474 93.33885,You ever be standing or sitting next to someone and their breath is so bad you smelled it and all they did was inhale! Ugh...#halitosis,1
193588,34472,5/11/2011 20:54,42.25722 93.40355,I hope the air will serve to remind you that my heart is as cold as the clouds of your breath.,1
193708,34492,5/3/2011 20:21,42.21476 93.32926,My boots were frozen stiff today. Thats how cold it was. I couldn't bend them otherwise they would tear. Oh yeah - it's cold.,1
193779,34506,5/16/2011 18:15,42.28169 93.54934,All this soda is not helping my headache. Go figure.,1
194039,34539,5/12/2011 1:15,42.28847 93.55213,A kiss is a lovely trick  designed by nature  to stop words when speech becomes superfluous.,1
194170,34567,5/10/2011 18:19,42.17584 93.46666,#dontyoujusthateitwhen people talk in your face and their breath is STANK!! Gum maybe???,1
194180,34567,5/6/2011 20:40,42.24307 93.34644,Life is not measured by the number of breaths we take  but my the moments that take our breath away,1
194274,34584,5/10/2011 22:04,42.241 93.33405,#pgcetips difficult as it will be - don't forget to have a life.  Teaching is all consuming -- make time for you,1
194298,34591,5/14/2011 3:42,42.23923 93.33006,Like. A couple hours ago I was a fire-breathing octopus attacking weirdly specific people that I've never actually talked to.,1
194348,34595,5/13/2011 18:28,42.23511 93.36041,2010: earthquakes & volcano eruptions  extreme heat & cold  floods & wikileaks  the earth turning inside out  mines caving in #cablegate,1
194419,34606,5/3/2011 21:18,42.21682 93.39916,Hmmmm? I Soo like cake but.....hey where is tha omlet? Time for tha red happy pill  cough cough! Im enjoying life  are you? If not ask Y,1
194497,34624,5/6/2011 8:38,42.23275 93.51019,Set my soul on fire coz its cold..,1
194892,34691,5/6/2011 20:13,42.29113 93.27214,OP-ED CONTRIBUTOR; No More Aid for the Affluent,1
194926,34695,5/11/2011 14:45,42.22567 93.35562,That's my favorite song eveeeeeerrrrrrr! You know I am fire and you are as cold as ice ;))),1
194939,34698,5/1/2011 22:53,42.22361 93.21663,OBSERVATORY; Pneumonia DNA Morphs To Dodge Vaccines,1
195107,34724,5/10/2011 3:00,42.21152 93.39636,I feel a deep need for whisky... #cold #sheffield #whisky,1
195197,34736,5/14/2011 3:03,42.22361 93.34044,my room is so cold... : also going to sleep in a bit  gonna wake up early to get all the things i need and ready by the time we get p/u.,1
195296,34750,5/1/2011 20:02,42.17053 93.47545,REALLY?; THE CLAIM: Exercise can worsen chronic heartburn,1
195339,34762,5/13/2011 8:34,42.27668 93.25896,travelled two miles to git feed for a our cattle and horses. the night was so cold that ice froze in our buckets again.,1
195574,34804,5/7/2011 17:30,42.23245 93.32527,Insomnia oh insomnia youre my beeest frieeend (my little song...wtf is wrong w. me. lol),1
195609,34821,5/14/2011 22:42,42.23717 93.36521,Aquamarine is teaching me so much about life.,1
195838,34847,5/8/2011 17:05,42.23039 93.54694,I can't breathe out of my nose & all I want is soup :( Kill me.,1
195864,34848,5/10/2011 5:25,42.16257 93.29491,My balls are so cold your tongue would stick.,1
196112,34906,5/2/2011 16:41,42.24837 93.41034,I have no heart all I feel is cold hard shattered pieces,1
196136,34907,5/5/2011 5:25,42.22832 93.36002,My working day is going slower than a restrained one-legged tortoise on Valium suffering from fatigue.,1
196573,34976,5/3/2011 21:53,42.28287 93.372,-is it feel that cold when you're about to die?,1
196665,34991,5/13/2011 19:44,42.22508 93.55613,Demand Light For Flu Vaccine At City Schools,1
196670,34991,5/14/2011 19:44,42.20474 93.34004,Anxious Crowds Meet Ad Hoc Swine Flu Police,1
196962,35050,5/15/2011 22:25,42.21329 93.36241,I can live without love  money  friendship and familiy.. Only thing i can't live without is Oxygen  we all need to breathe right?#fact,1
197081,35071,5/10/2011 15:29,42.22862 93.21463,Success is a dish best served cold,1
197116,35079,5/14/2011 11:27,42.25191 93.30969,Has a killer headache &lt;/3,1
197329,35122,5/10/2011 12:10,42.20503 93.39876,You walked into the darkness // I did not hear your last breath // There will not be an inquest // This is not human interest,1
197511,35148,5/14/2011 4:06,42.27491 93.48104,4 hours later - I have successfully finished my coaching exam. I scored a 97% . Too bad I'm not going into that profession. #fb,1
197677,35186,5/3/2011 7:40,42.21741 93.34124,Hayfever is mos def not the one =/,1
197747,35203,5/4/2011 1:37,42.19206 93.53855,Ugh.  Down with the flu. Becoming best buddies with my couch. Reality TV is almost bearable in a marathon.,1
197882,35225,5/3/2011 20:16,42.23776 93.32567,i still think pyramid is friggin cold,1
197925,35234,5/15/2011 22:43,42.24218 93.33485,Well I'm about to spend my cold life Cutting corners  placing blame Any moment this could catch fire  Erasing all the stains  so here's,1
198105,35263,5/15/2011 9:59,42.25339 93.42113,This house is cold & empty ! - sucks..,1
198139,35266,5/5/2011 17:31,42.20709 93.34404,grrrrr... I want hurricane video..... - It'll sooth my cold.... Crap I lost my voice for 5 minutes today... had to gesture to mum about,1
198412,35303,5/10/2011 14:52,42.21063 93.22461,Omfg no one has tweeted for the last 46 mins. =.= sigh. I hate colds,1
198570,35334,5/1/2011 18:03,42.25928 93.22781,tazer speaks french fluently... is there anything he's NOT amazing at?,1
198661,35350,5/15/2011 12:50,42.21004 93.3712,VA beach was Great! Now: headed bk to NC and my dad is about to freeze me out of this car..it's ice cold s/o to A Phi A!,1
198682,35351,5/8/2011 6:39,42.26518 93.38558,What I miss real bad is my students at IITK :( I would have been teaching them networking this sem...,1
198856,35387,5/15/2011 12:36,42.16346 93.41074,I got insomnia and I think the rest of you #twetters do too admitting your problem is the 1st step to recovery lol,1
198978,35410,5/8/2011 18:35,42.19412 93.53775,Heading to the Congressional Baseball game.  Coaching the third base and looking forward to a victory this year.  #GOP,1
199226,35458,5/3/2011 21:57,42.17643 93.38358,Any fans of yummy Sichuan foodz should really hit up Spicy & Tasty in Flushing. It is both of those things.,1
199403,35494,5/4/2011 9:22,42.21358 93.39476,Dad: *coughs* me: GOSH DAD. ALWAYS WITH THE COUGHS. /shakes head dad: but you've been sneezing alot. me: LIAR! LIAR! PANTS ON FIRE! /sne,1
199409,35494,5/10/2011 15:31,42.18675 93.40315,Didn't wear my hat 2day because it wasn't cold.,1
199682,35546,5/1/2011 3:10,42.20592 93.20904,If your man just up and left u try a some aim tooth paste #imjustsaying bad breath is turn off,1
199931,35584,4/30/2011 16:26,42.26754 93.41993,I fancy a cold bath... Is this weird?!,1
199960,35588,5/13/2011 18:43,42.17083 93.40954,#dontyoujusthateitwhen you get the cold,1
200018,35594,5/6/2011 17:48,42.20533 93.34204,I have the worst headache..my head is pounding & I cnt sleep ugghh!!,1
200020,35594,5/3/2011 17:48,42.16965 93.41194,it is so unbelievably cold today.,1
200038,35596,5/13/2011 4:46,42.21388 93.35243,Cold as Fire baby  Hot as Ice. If you've ever been to heave  this is twice as nice.,1
200179,35619,5/2/2011 21:29,42.18439 93.31129,Hav u eva luv sum1 so much u can hrdly breath den realize u was caught in da moment ; tyme is priceless bt wadd u do whid it is worth it,1
200182,35619,5/1/2011 21:36,42.22154 93.35922,Tomorrow someone is teaching how to survive a shark attack by being attack by sharks #sharkweek,1
200216,35635,5/16/2011 10:07,42.24041 93.34564,Chris does not want to get out of bed. ...It's too cold  and my bed is too warm. D:,1
200329,35656,5/14/2011 15:38,42.23363 93.35203,#DontYouJustHateItWhen Someone is talking to you with breath that smells like a horses ass! #Yuck... 'Turns my head',1
200931,35749,5/5/2011 5:46,42.27373 93.4399,mum is nagging about how weird I am for wearing a jacket in my room because the air-con is too cold for me,1
201250,35813,5/15/2011 11:40,42.21063 93.25697,My body is aching from sitting in this car for 5+ hours. And I've travelled approximately 10m.,1
201602,35876,5/9/2011 15:03,42.21447 93.35362,Listening If I got asthma I don't want the side effect of the medicine to be shortness of breath! Kat Williams is a fool!,1
201874,35908,5/6/2011 7:34,42.20798 93.34244,1 dobel cheeseburger + 1 tripel cheesburger + 3 mcflurry selesai sdh d mc'd.. Skrg k j'co..,1
202060,35936,5/6/2011 18:00,42.21152 93.35402,Bein at home is a headache...im ready 2 go back 2 school,1
202105,35944,5/14/2011 17:04,42.21152 93.38957,Ahhh cold beer and a Bon fire!,1
202237,35969,5/5/2011 20:08,42.22832 93.38238,All is lost again  but I'm not giving in. I will not bow  I will not break. I will not fall  I will not fade; I will take your breath aw,1
202694,36040,5/10/2011 21:09,42.2413 93.34963,Cold Play,1
202723,36045,5/10/2011 22:01,42.25604 93.42312,Coaching is not a natural way of life. Your victories and losses are too clear cut.,1
202816,36057,5/11/2011 21:19,42.23452 93.33445,There is something wet  cold and gooey on this desk... yech... Anywho  time for some Church!,1
202884,36064,5/3/2011 12:45,42.26105 93.48343,#Twitterafterdark is Laying naked and breathless after glorious love making,1
202942,36078,5/15/2011 17:00,42.21329 93.34444,If I had you in the aftermath I couldnt let you go!~Cause you give me a fever knowing Im the sure fire winner~,1
203156,36125,5/3/2011 22:08,42.27697 93.33325,BLOODY FLU IS MAKING MY LIFE MISERABLE NOW MY NOSE IS TOTALLY RED !!,1
203164,36127,5/7/2011 8:38,42.23569 93.5094,At aunts house maybe gonna swim is its prolly really coldd..text//call,1
203260,36141,5/15/2011 1:54,42.27786 93.25537,i devour mcs who say they spit flames  braggin/ im the knight in shining armor slaying fire-breathing dragons,1
203350,36157,5/5/2011 13:20,42.28464 93.34164,THEATER REVIEW; Breathing New Life Into an Oft-Told Tale,1
203571,36189,5/10/2011 1:55,42.19854 93.36601,Is aching. Not from my run yesterday but from doing the gardening before,1
204022,36267,5/2/2011 15:12,42.28552 93.46466,At brewbakers because I thought it would be colder here  and that there would be internet. I was right on one count...,1
204373,36317,5/14/2011 14:54,42.21918 93.24099,COME ON. Demi is NOT gonna die from whatever flu she has  she always tweets about herself  she would tweet about this if it were that ba,1
204398,36320,5/2/2011 22:08,42.23157 93.51619,'Cause i'm cold as fire baby  hot as ice!if you've ever been to heaven this is TWICW AS NICE! Break it down! :D,1
205347,36496,4/30/2011 11:21,42.18587 93.36401,is awake listening to her little boy cough.  Doctors me thinks,1
205476,36513,5/15/2011 4:40,42.23039 93.21822,Very sleepy but I have to push through this. Bishop is teaching good & God is great YUPP!!!,1
205496,36516,4/30/2011 9:12,42.28316 93.46067,Gentiles behind us report similar fevers--and deaths. We have no deaths and don't expect any. The first to be ill are recovering.,1
205497,36516,5/13/2011 9:12,42.22891 93.34683,After a hard day's toil  we succeed in getting only 14 wagons over the river. More men are falling ill to the fever.,1
205502,36516,5/12/2011 9:13,42.29614 93.49701,Setting up camp by moonlight. Much grass  but no wood. Several men getting sick with severe fever  likely from exposure to dampness & wa,1
205619,36535,5/13/2011 1:56,42.24189 93.35762,I need someone to come fix my soup for me and make me a ice cold glass of apple juice even though I dnt have any classes.,1
205707,36561,5/11/2011 23:05,42.22803 93.29411,Hi all.... Does anyone know anyone who is fluent in Native American? I need a lyric recorded in Native American for this split vinyl pro,1
205841,36606,5/7/2011 4:57,42.22125 93.28852,Chest is super heavy & I'm coughing up all this flem #disgusting I know :-(,1
205861,36611,5/3/2011 21:53,42.241 93.35243,o.kay *deepbreath* CAN U PLEASE TELL ME Y SHARDINAY WASNT BOOED OFF THE STAGEEE COMPLETELY  this is actually a parr to ppl who actually,1
205956,36642,5/14/2011 14:51,42.20768 93.35323,&quot;A kiss is a lovely trick designed by nature to stop speech when words become superfluous.&quot;,1
206236,36696,5/1/2011 16:10,42.2413 93.368,It's 4:30am an I can't sleep....Insomnia is kickin in...Whyyyyy!!!!,1
206718,36798,5/4/2011 0:11,42.23275 93.29212,oooohie! why is it so cold in here? 3:,1
206862,36819,5/7/2011 15:33,42.23982 93.32487,Why is it so cold,1
207012,36851,5/9/2011 12:53,42.21859 93.35402,y does demis breath while singing is soo heavy,1
207016,36852,5/1/2011 5:00,42.2183 93.47944,one hyphenated word: Bum-fluff.,1
207147,36871,5/16/2011 12:22,42.17938 93.44789,Hold my breath #swag,1
207162,36872,5/12/2011 10:41,42.2124 93.39636,Good fiction is not preaching. If a wrtr is trying hard 2 convince u of something  then he or she shld stick to nonfiction. TERRY McMILL,1
207398,36915,5/11/2011 0:42,42.25162 93.22182,This cold is keeping me up. :(,1
207516,36952,5/2/2011 0:21,42.18675 93.48024,Saturday night partying is a MUST after spending the friday night at home! But stuck with a bad bad cold! Wat to do?,1
207527,36954,5/14/2011 4:01,42.23923 93.36361,H1N1 is in the seasonal flu shot... making it even more dangerous!,1
207620,36966,5/6/2011 17:33,42.21122 93.3696,Bein stuck in traffic is worse then having cabin fever. Getting antsy feeling like I could knife security over the lack of traffic direc,1
207699,36987,5/10/2011 13:35,42.2124 93.38797,I dont believe in Christians using hell to scare children into doing right.That isnt free will is it?I just believe in preaching the gos,1
207759,36994,5/10/2011 2:31,42.21948 93.45667,Why is it only now that my legs are aching?,1
207884,37013,4/30/2011 20:55,42.27019 93.52098,Im friggin cold..is it always lyk this at this time o d year?,1
208111,37046,5/7/2011 22:18,42.21653 93.40395,Is it warm out here  or is it just cold?!,1
208162,37053,5/13/2011 6:16,42.24366 93.32806,just woke up. why is it cold as my mothers heart up in here?,1
208196,37055,5/5/2011 3:49,42.22361 93.36481,My nose is cold.,1
208313,37074,5/7/2011 14:12,42.20774 93.34732,Coldplay headline Glastonbury instead of Rolling Stones. What has happened to that Music Festival? It used to be good!,1
208505,37109,5/8/2011 15:31,42.22243 93.33445,WITH A KNIFE IN THE BACK & A GRIP ON THE GRASS IT'S COLD & I DON'T WANT TO BE HERE,1
208586,37127,5/1/2011 7:42,42.21977 93.36561,Malcolm Forbes Good teaching is one-fourth preparation and three-fourths pure theatre,1
208697,37139,5/12/2011 2:57,42.22508 93.34244,What a cold chilly day and night it is  darling is beside me but he cant give me a hug. :(,1
208943,37179,5/16/2011 21:30,42.22508 93.32886,Sometimes the only answer is a giant  cold fountain beverage.,1
208992,37184,5/11/2011 18:43,42.23186 93.372,ahh im getting a headache :( and this freakin computer is makin me mad...,1
209170,37209,5/9/2011 17:37,42.21329 93.39796,Ok i have alot to tweet about since the wireless is reaching my room #win,1
209400,37241,5/7/2011 1:38,42.21771 93.32487,The Fever is coming I feeling it :(,1
209402,37241,5/14/2011 1:39,42.27786 93.27494,back from walking the dog  still feeling faint and dizzy  but the headache is gone. so its time to start on the essay.,1
209498,37259,5/3/2011 21:34,42.28169 93.49382,These headaches are really interfering with my day to day activities.,1
209614,37275,5/14/2011 13:29,42.23245 93.34484,Sitting between my best buds. Webb and Tester. I don't even feel the cold cause I'm so excited.,1
209616,37275,5/10/2011 13:29,42.24071 93.35123,Just arrived on podium.took my breath away. I have never and will never see a more amazing sight,1
209867,37316,5/3/2011 15:03,42.29968 93.29451,Why is it hard to breathe in here? /:,1
209919,37326,5/1/2011 22:31,42.21624 93.26935,2 martinis and a bellini last night kept my cold away. i didn't drink today and my nose is running. hmmmmmm i need alcohol.,1
210041,37342,5/1/2011 14:29,42.24159 93.47185,Dancing around your thoughts/setting your mind on fire/ enchanting the pearls of sweats/all over your dreams/ rituals of love #micropoet,1
210466,37419,5/12/2011 18:21,42.24601 93.33046,New Campaign Urges Flu Shots at Colleges,1
210948,37505,5/16/2011 22:22,42.21859 93.37799,Have just cleaned out the garage. Is very tidy now  and I am pleased. Can no longer breathe  though - someone pls send oxygen cylinder #,1
211151,37542,5/8/2011 16:37,42.20975 93.3688,Goof morning al. Very dark outside  I guess winter is approaching now,1
211164,37543,5/3/2011 17:25,42.17879 93.35482,Every deep breath is like a silent scream,1
211501,37621,5/13/2011 21:57,42.24366 93.33405,Cold Jumps Arctic 'Fence ' Stoking Winter's Fury,1
211653,37647,5/8/2011 7:34,42.29555 93.3684,BEHIND THE WHEEL/Ford Super Duty F-250 and Chevrolet Silverado 3500HD; Reaching Critical Mass in the Civilian Arms Race,1
211701,37656,5/13/2011 10:04,42.27904 93.33166,Why is it sooo cold? wtf,1
211853,37682,5/4/2011 20:37,42.16552 93.21583,Going to sleep now  2morrow ist school... hope i can sleep with my bad cold! :S,1
212012,37702,5/4/2011 1:57,42.24012 93.32926,#dontyoujusthateitwhen religions violate their own teachings of tolerance and understanding? #wtf #worshipthesun,1
212137,37750,5/9/2011 3:50,42.28081 93.46346,Its cold! The fan is not even on!,1
212278,37778,5/3/2011 13:52,42.21152 93.37479,Gm twit fam I'm up and thanking god for every breathe that me my family and friends take couldn't ask for anything more!!! Have a good o,1
212371,37791,5/12/2011 5:34,42.23864 93.37,SIGH. Yes  people  the oil spill is probably continuing. Is wringing your hands & breathlessly sharing links fixing it?,1
212395,37792,5/7/2011 17:46,42.20444 93.39277,is it true that washing your hair with cold water is better for it?,1
212437,37799,5/14/2011 13:23,42.20945 93.35402,Txtin ma wife..see i call ha ma wife and all i get is da title 'headache' lol wtf?,1
212700,37856,5/4/2011 17:41,42.24248 93.33965,huge headache. so big it's literally making my vision fuzzy. could be the fact that I haven't had any coffee today... ugh.,1
212800,37869,4/30/2011 0:34,42.22479 93.36321,What's the etiquette for going to work with a cold? Is it OK so long as you're doped up on meds and don't sneeze and cough?,1
212864,37882,5/3/2011 16:12,42.23452 93.35323,#dontyoujusthateitwhen U in a hot steaming shower and suddenly the water turns cold,1
212912,37891,5/11/2011 21:06,42.27786 93.42632,Through the fire & the flames  a sea of dead drive men insane. We march the fight into the cold. This is as far as we will go,1
213284,37947,5/7/2011 10:57,42.23157 93.33126,Man I'm on fire. Imma need a cold blooded broad who cook good n look good n ha draws just 2cool me off.,1
213659,38009,5/10/2011 21:18,42.23746 93.52897,Just woke up from a 6-hour nap. Twas all that and a snow cone! The poinding headache is gone y'all.,1
213783,38026,5/16/2011 17:46,42.23569 93.35362,is still aching after yesterdays run. This does not bode well.,1
213800,38027,4/30/2011 0:27,42.2239 93.33246,Cold as fire baby  hot as ice. If you've ever been to heaven  this is twice as nice..,1
213874,38034,4/30/2011 16:35,42.21211 93.33845,Fried Chiken Flu ??? What the hell is that again ?,1
